Rank,Score,Programming Skills,Driver Skills,Highest Programming Skills,Highest Driver Skills,Highest Programming Score Timestamp,Highest Driver Score Timestamp,Highest Programming Score Stop Time,Highest Driver Score Stop Time,Team Number,Team Name,Organization,Event Region,Country / Region
2969,64,3,61,10,61,2022-11-12 19:55:30,2023-01-14 19:53:12,0,0,61973B,Widefield High School,WIDEFIELD HIGH SCHOOL,Colorado,United States
2970,64,9,55,9,55,2023-02-11 22:20:25,2023-02-11 21:53:40,50,0,201B,BroncobotsB,Brophy College Prep,Arizona,United States
2971,64,6,58,9,58,2023-01-28 16:50:30,2023-01-14 18:39:33,0,0,1275D,Chamblee Charter High Sch,CHAMBLEE CHARTER HIGH SCHOOL,Georgia,United States
2972,64,9,55,9,55,2023-02-06 00:49:47,2023-02-05 23:47:40,0,0,30417G,Red Rock Robotics G,DORAL ACADEMY RED ROCK,Nevada,United States
2973,64,7,57,7,57,2023-01-28 23:52:24,2023-01-28 22:30:24,0,0,986D,Lancers D,GRACE BRETHREN JR SR HIGH SCHOOL,California - Region 4,United States
2974,64,7,57,7,57,2023-02-04 19:10:28,2023-02-04 19:13:27,0,0,48768A,Vassar Voltage,VASSAR SENIOR HIGH SCHOOL,Michigan,United States
2975,64,0,64,5,64,2023-01-07 17:23:40,2023-02-05 17:59:10,0,0,9784D,CAMPDR!,TROY BUCHANAN HIGH,Missouri,United States
2976,64,5,59,5,59,2022-12-03 18:40:12,2022-12-03 19:43:15,0,0,93129A,Stingerettes,DODD CITY SCHOOL,Texas - Region 2,United States
2977,64,0,64,3,64,2023-01-28 17:43:45,2023-01-07 17:35:52,0,0,9784A,Verrückt,TROY BUCHANAN HIGH,Missouri,United States
2978,64,3,61,3,61,2023-02-04 14:50:39,2023-02-04 14:45:52,0,0,99212C,Ursa Major,COE-BROWN NORTHWOOD ACADEMY,New Hampshire/Vermont,United States
2979,64,1,63,1,63,2022-11-12 17:59:34,2022-11-12 18:02:18,43,0,5156B,Hot Wheelz,York High School,Maine,United States
2980,64,0,64,1,64,2022-12-03 18:08:06,2023-02-07 20:41:13,0,0,4805B,Акули,HARDING HIGH SCHOOL,Ohio,United States
2981,64,0,64,0,64,2022-10-08 18:03:02,2022-10-08 17:09:02,0,0,8787A,Eastwood Robotics,EASTWOOD HIGH SCHOOL,Texas - Region 1,United States
2982,64,0,64,0,64,2023-02-18 20:18:29,2023-02-18 19:13:55,0,0,11566B,Calhoun Colts,SANFORD H CALHOUN HIGH SCHOOL,New York-South,United States
2983,64,0,64,0,64,,2022-09-05 04:38:20,0,0,92944A,Forest Hill Seniors,Forest Hill College,Australia,Australia
2984,64,0,64,0,64,,2022-11-05 20:09:26,0,0,967D,Daedalus,Russellville High School,Arkansas,United States
2985,64,0,64,0,64,,2022-11-12 21:55:22,0,0,6030K,Knights,Arizona College Prep - Erie,Arizona,United States
2986,64,0,64,0,64,,2022-11-19 20:23:10,0,0,13113W,Send It!!!,WOLFE CITY HIGH SCHOOL,Texas - Region 2,United States
2987,64,0,64,0,64,,2022-12-08 17:19:21,0,0,42502H,Murphy Team 2,MURPHY HIGH SCHOOL,Alabama,United States
2988,64,0,64,0,64,,2023-01-14 16:38:10,0,0,415B,415B,Anderson I & II Career & Technology Center,South Carolina,United States
2989,64,0,64,0,64,,2023-01-14 17:19:07,0,0,8823G,Galaxy,Milford High School,Ohio,United States
2990,64,0,64,0,64,,2023-01-14 23:47:54,0,0,5968V,Cougar Tech,KEAAU HIGH SCHOOL,Hawaii,United States
2991,64,0,64,0,64,,2023-01-28 18:25:47,0,0,93303M,Questionable Success,Monmouth Academy,Maine,United States
2992,64,0,64,0,64,,2023-01-29 18:15:03,0,0,1581B,Robusta,DEWITT HIGH SCHOOL,Michigan,United States
2993,64,0,64,0,64,,2023-01-29 20:05:07,0,0,58566B,The Ivanator,GRAFTON HIGH SCHOOL,Southern New England,United States
2994,64,0,64,0,64,,2023-02-04 01:05:42,0,0,68957T,Torque,樂創機器人研究室,Chinese Taipei,Taiwan
2995,64,0,64,0,64,,2023-02-04 19:00:02,0,0,33654A,Clay-Chalkville High School,CLAYCHALKVILLE HIGH SCHOOL,Alabama,United States
2996,64,0,64,0,64,,2023-02-04 20:26:53,0,0,4104B,Trojan Pride B,NORTH HARDIN HIGH SCHOOL,Kentucky,United States
2997,64,0,64,0,64,,2023-02-04 21:50:42,0,0,687D,Nerd Herd D,CALIFORNIA ACADEMY OF MATHEMATICS AND SCIENCE,California - Region 4,United States
2998,64,0,64,0,64,,2023-02-11 17:28:20,0,0,10101R,Dragonzord,IMMOKALEE HIGH SCHOOL,Florida - South,United States
2999,64,0,64,0,64,,2023-02-11 17:55:24,0,0,23184B,CEC Robo Eagles,CONWELL EGAN CATHOLIC HIGH SCHOOL,Pennsylvania - East,United States
3000,64,0,64,0,64,,2023-02-18 17:34:10,0,0,9691C,Accordi Bot,COLLINSVILLE HIGH SCHOOL,Illinois,United States
3001,64,0,64,0,64,,2023-02-18 18:00:10,0,0,98549Z,Burnsview Griffins,Burnsview Secondary,British Columbia (BC),Canada
3002,64,0,64,0,64,,2023-02-18 18:22:15,0,0,61317D,JPII S.H.I.E.L.D. Robotics,JOHN PAUL II CATHOLIC SCHOOL,South Carolina,United States
3003,64,0,64,0,64,,2023-02-21 16:43:54,0,0,35390A,Nitro Robotics Team A,NITRO HIGH SCHOOL,West Virginia,United States
3004,63,63,0,63,16,2023-02-18 18:37:20,2022-12-17 16:52:36,0,0,50027V,REO Speedwagon,DERBY HIGH SCHOOL,Kansas,United States
3005,63,10,53,48,53,2022-12-14 22:50:26,2023-02-21 18:27:43,0,0,62697H,Hardly Huskies,HERBERT HOOVER HIGH SCHOOL,West Virginia,United States
3006,63,9,54,20,61,2023-02-11 17:34:44,2023-01-14 19:20:11,0,0,44366A,Panther Tracks A,Carver High School For Applied Tech/engineering/arts,Texas - Region 3,United States
3007,63,19,44,19,44,2023-01-14 16:03:21,2023-01-14 16:10:03,0,0,7432C,Absolute Zero,Dutch Fork High School,South Carolina,United States
3008,63,16,47,16,47,2023-02-11 00:58:40,2023-02-11 01:29:02,10,56,47874M,Jack/Annika -- Rick and Morty,Squalicum High School,Washington,United States
3009,63,16,47,16,47,2022-12-16 08:37:45,2022-12-16 08:38:16,0,26,5864B,UNICOIN,Macau Baptist College,Macau,Macau
3010,63,7,56,16,56,2022-11-05 18:49:38,2023-02-11 15:03:04,0,0,86400G,MetalHeads,WADE HAMPTON HIGH,South Carolina,United States
3011,63,16,47,16,52,2023-01-08 17:25:33,2023-02-04 19:36:03,0,0,158C,158C,HUNTLEY HIGH SCHOOL,Illinois,United States
3012,63,0,63,13,63,2022-10-22 16:56:47,2022-11-19 19:58:10,0,0,344E,ThUnd3r ChicK3n$,SCARBOROUGH HIGH SCHOOL,Maine,United States
3013,63,13,50,13,58,2022-12-03 22:00:37,2023-02-06 22:32:12,0,0,7870Z,Zenith,CORONADO HIGH SCHOOL,Nevada,United States
3014,63,0,63,10,63,2023-02-21 18:14:48,2023-01-21 20:29:18,0,0,25455X,VEX-tor,Cranberry Area Jshs,Pennsylvania - West,United States
3015,63,0,63,8,63,2022-11-12 16:33:32,2023-01-14 19:32:53,28,0,26033B,King Bob,CAMERON HIGH SCHOOL,West Virginia,United States
3016,63,7,56,7,56,2023-02-04 15:17:41,2023-02-04 15:52:44,37,0,59321A,Cowboy Pride,Madison County High School,Florida - North/Central,United States
3017,63,6,57,6,58,2023-01-25 00:04:23,2022-12-03 18:13:51,0,0,9821C,Green Machine,EAST GRAND FORKS SENIOR HIGH,Minnesota,United States
3018,63,5,58,5,58,2022-12-03 18:52:28,2022-12-03 18:51:00,0,0,10005D,Wings Of Steel,ICC West Valley,California - Region 2,United States
3019,63,0,63,3,63,2022-12-10 19:30:30,2023-02-11 17:35:32,0,0,11865A,Dominators,CENTRAL CATHOLIC HIGH SCHOOL,West Virginia,United States
3020,63,3,60,3,60,2023-02-11 19:38:40,2023-02-11 15:48:18,0,0,9227B,DECEPTICAT,ROSELLE PARK HIGH SCHOOL,New Jersey,United States
3021,63,3,60,3,60,2023-02-18 19:57:52,2023-02-18 19:20:03,0,0,502S,The Swarm,"SD41 Mechatronics, Burnaby",British Columbia (BC),Canada
3022,63,0,63,0,63,,2022-12-17 16:57:18,0,2,2750Z,Automatom,MILLER GROVE SCHOOL,Texas - Region 2,United States
3023,63,0,63,0,63,2023-01-21 18:54:25,2023-01-21 18:08:48,0,0,15801A,15801A,DUBOIS AREA SHS,Pennsylvania - West,United States
3024,63,0,63,0,63,,2022-10-29 18:06:00,0,0,82718E,Empowered R2,THUNDER BASIN HIGH SCHOOL,Wyoming,United States
3025,63,0,63,0,63,,2022-11-12 17:39:55,0,0,967E,Exodus,Russellville High School,Arkansas,United States
3026,63,0,63,0,63,,2022-11-13 00:25:39,0,0,11211Y,OCSA Robotics Team B,OCSA,California - Region 4,United States
3027,63,0,63,0,63,,2022-11-16 23:25:17,0,0,98271G,Deep Fried Potatoes,Caledonia High School,Michigan,United States
3028,63,0,63,0,63,,2022-12-03 19:37:32,0,0,97817A,Purdue Poly North A,Purdue Polytechnic High School North,Indiana,United States
3029,63,0,63,0,63,,2022-12-03 20:21:32,0,0,7460D,AHS - The Goonies,APOLLO HIGH SCHOOL,Kentucky,United States
3030,63,0,63,0,63,,2022-12-10 19:42:39,0,0,2373B,Lake Robotics,CLEAR LAKE HIGH SCHOOL,Texas - Region 3,United States
3031,63,0,63,0,63,,2023-01-13 22:26:05,0,0,37334F,Lincoln County Robotics - 37334F,LINCOLN COUNTY HIGH SCHOOL,Tennessee,United States
3032,63,0,63,0,63,,2023-01-14 21:38:42,0,0,77038A,Blanson CTE,BLANSON CTE HIGH SCHOOL,Texas - Region 3,United States
3033,63,0,63,0,63,,2023-01-21 18:23:58,0,0,2435X,Soldiers of Technology,Great Plains Technology Center,Oklahoma,United States
3034,63,0,63,0,63,,2023-01-28 17:32:10,0,0,1893B,Baltimore Polytechnic Institute,BALTIMORE POLYTECHNIC INSTITUTE,Maryland,United States
3035,63,0,63,0,63,,2023-01-28 21:01:21,0,0,16859D,Roaring Robotics,LAKEWAY CHRISTIAN ACADEMY,Tennessee,United States
3036,63,0,63,0,63,,2023-02-04 18:55:56,0,0,7460C,AHS - Qualified,APOLLO HIGH SCHOOL,Kentucky,United States
3037,63,0,63,0,63,,2023-02-04 19:01:13,0,0,60470C,Bucket of Bolts Not Found,Innovation Center,Colorado,United States
3038,63,0,63,0,63,,2023-02-04 20:49:34,0,0,7842W,Robotics71 - W,Robotics71 - School District #71,Vancouver Island (BC),Canada
3039,63,0,63,0,63,,2023-02-04 21:47:46,0,0,3249F,Failed Lottery Tickets,VANCOUVER ITECH PREPARATORY,Oregon,United States
3040,63,0,63,0,63,,2023-02-11 18:54:10,0,0,10647D,Fish Bowls,IOWA HIGH SCHOOL,Louisiana,United States
3041,63,0,63,0,63,,2023-02-11 20:14:19,0,0,23278B,Bdapt or Die,Cabell Midland High School,West Virginia,United States
3042,63,0,63,0,63,,2023-02-11 21:09:52,0,0,99561X,Dreadless,FALLSBURG JUNIOR SENIOR HIGH SCHOOL,New York-South,United States
3043,63,0,63,0,63,,2023-02-12 18:24:15,0,0,60883Y,Yaks,AKRON STEM HIGH SCHOOL,Ohio,United States
3044,63,0,63,0,63,,2023-02-13 22:38:37,0,0,65470A,Freewins,VERMILION HIGH SCHOOL,Ohio,United States
3045,63,0,63,0,63,,2023-02-18 16:52:03,0,0,21063B,Shasta,HILLCREST HIGH SCHOOL,Texas - Region 2,United States
3046,63,0,63,0,63,,2023-02-18 17:48:45,0,0,6408H,6408Holecount,Heritage Woods Secondary,British Columbia (BC),Canada
3047,62,47,15,47,48,2022-12-14 22:35:56,2023-01-28 17:03:55,0,0,43983B,Yaaassifikation,SOUTH CHARLESTON HIGH SCHOOL,West Virginia,United States
3048,62,24,38,24,38,2023-02-16 22:51:40,2023-02-16 23:58:33,0,0,1024T,Terminators,MCKENZIE CAREER CENTER,Indiana,United States
3049,62,21,41,21,41,2023-02-18 23:07:28,2023-02-18 04:54:27,36,0,88397B,Bottom Gear,"St Andrew's College, Christchurch",New Zealand,New Zealand
3050,62,18,44,18,44,2023-02-11 01:32:56,2023-02-11 03:18:29,18,0,47874N,Jake/Blake -- Team Lightning,Squalicum High School,Washington,United States
3051,62,16,46,16,55,2023-01-28 20:01:33,2022-12-10 21:20:28,0,0,33750A,Tech Agents,Region 5 Stem Center,Louisiana,United States
3052,62,10,52,10,52,2022-12-18 07:00:02,2022-11-06 10:22:29,38,0,54437B,Terminus,Açi Lisesi,Türkiye,Türkiye
3053,62,10,52,10,52,2023-01-14 20:22:05,2023-01-14 20:23:43,0,0,77038J,Blanson CTE 2,BLANSON CTE HIGH SCHOOL,Texas - Region 3,United States
3054,62,9,53,9,53,2022-12-17 20:44:18,2022-12-17 18:07:43,50,2,9144D,Spartan [ERR0R],SOMERSET HIGH,Wisconsin,United States
3055,62,8,54,8,54,2023-01-14 14:58:26,2023-01-14 14:59:33,32,0,8995M,Meta,Metea Valley High School,Illinois,United States
3056,62,8,54,8,54,2023-02-04 19:41:30,2023-02-04 16:54:20,0,0,96715A,Nebula,BAD AXE HIGH SCHOOL,Michigan,United States
3057,62,7,55,7,55,2023-01-12 13:29:21,2023-01-12 12:20:16,0,0,622B,Colyton Grammar School B,Colyton Grammar School,United Kingdom,United Kingdom
3058,62,6,56,6,56,2023-01-31 17:41:03,2023-01-31 18:12:52,0,0,66394B,LeFlore Team 2,JOHN L LEFLORE MAGNET SCHOOL,Alabama,United States
3059,62,3,59,3,59,2023-02-04 20:41:25,2023-02-18 19:35:34,24,0,8880B,Adelphi STEP,Adelphi University STEP Program,New York-South,United States
3060,62,3,59,3,59,2023-02-05 12:17:08,2023-02-05 11:06:49,0,0,74K,Checkm8,KCLMS Robotics,United Kingdom,United Kingdom
3061,62,0,62,1,62,2022-12-03 18:42:43,2023-01-28 19:40:18,0,0,57069W,Cyber Wolves 2.0,Robotics of Vermillion,South Dakota,United States
3062,62,1,61,1,61,2022-12-10 19:00:47,2022-12-10 19:03:43,0,0,48768B,Vassar Voltage,Vassar Senior High School,Michigan,United States
3063,62,0,62,0,62,,2022-11-19 21:48:34,0,5,6104G,Chargers 3,Shorecrest Preparatory School,Florida - North/Central,United States
3064,62,0,62,0,62,,2022-11-12 02:44:08,0,0,97230A,Highvale SC A,Highvale Secondary College,Australia,Australia
3065,62,0,62,0,62,,2022-11-20 18:39:08,0,0,17990E,Ethereal,Private,Illinois,United States
3066,62,0,62,0,62,,2022-12-03 20:09:25,0,0,18055A,Whitnall Robotics Club,WHITNALL HIGH,Wisconsin,United States
3067,62,0,62,0,62,,2022-12-08 17:44:18,0,0,54200B,Theodore Team 2,THEODORE HIGH SCHOOL,Alabama,United States
3068,62,0,62,0,62,,2022-12-10 17:09:29,0,0,7842H,Robotics71 - H,Robotics71 - School District #71,Vancouver Island (BC),Canada
3069,62,0,62,0,62,,2022-12-10 19:04:23,0,0,99212D,Ursa Major,Coe-Brown Northwood Academy,New Hampshire/Vermont,United States
3070,62,0,62,0,62,,2022-12-11 22:09:39,0,0,8054B,Mustang Mechanics B,MIRA COSTA HIGH,California - Region 4,United States
3071,62,0,62,0,62,,2022-12-21 18:48:16,0,0,14735B,Team Umizoomi,Fillmore Central School,New York-North,United States
3072,62,0,62,0,62,,2023-01-14 18:27:56,0,0,28466Z,The Campus Yetis 3,SPRINGS STUDIO FOR ACADEMIC EXCELLENCE,Colorado,United States
3073,62,0,62,0,62,,2023-01-14 19:00:18,0,0,5840D,King High Robotics,MARTIN LUTHER KING JR. HIGH,California - Region 4,United States
3074,62,0,62,0,62,,2023-01-14 19:09:29,0,0,9144B,Spartan Backorder,SOMERSET HIGH,Wisconsin,United States
3075,62,0,62,0,62,,2023-01-21 17:36:52,0,0,18865A,Slidell High Robotics,SLIDELL HIGH SCHOOL,Louisiana,United States
3076,62,0,62,0,62,,2023-01-21 19:49:13,0,0,9142Y,Yakkers,CLAREMORE HIGH SCHOOL,Oklahoma,United States
3077,62,0,62,0,62,,2023-01-28 18:28:06,0,0,429A,RoboBucs,Berkeley Preparatory SCHOOL,Florida - North/Central,United States
3078,62,0,62,0,62,,2023-01-28 19:28:14,0,0,4393G,MSSM Penguins,ME SCH OF SCIENCE & MATHEMATICS,Maine,United States
3079,62,0,62,0,62,,2023-01-28 20:57:37,0,0,77360B,Onalaska Wildcats,ONALASKA JR/SR HIGH,Texas - Region 3,United States
3080,62,0,62,0,62,,2023-01-31 16:57:21,0,0,72991B,Citronelle Team 2,CITRONELLE HIGH SCHOOL,Alabama,United States
3081,62,0,62,0,62,,2023-02-04 19:06:31,0,0,499H,Hand-Tightened,Mundelein Cons High School,Illinois,United States
3082,62,0,62,0,62,,2023-02-04 20:31:58,0,0,2605E,Sehome Sea Monsters E,Sehome High School,Washington,United States
3083,62,0,62,0,62,,2023-02-04 21:06:33,0,0,43141A,Ellan,HIGHLAND HIGH SCHOOL,Arizona,United States
3084,62,0,62,0,62,,2023-02-04 21:43:31,0,0,2396A,Red Dirt Robotics,Canadian Valley Technology Center,Oklahoma,United States
3085,62,0,62,0,62,,2023-02-07 20:58:45,0,0,4805D,Backfire,Harding High School,Ohio,United States
3086,62,0,62,0,62,,2023-02-07 22:54:34,0,0,23811J,ScissorCats,Grand Forks Central High School,North Dakota,United States
3087,62,0,62,0,62,,2023-02-09 02:01:52,0,0,20612C,Blazin' Bots,BLOOM TRAIL HIGH SCHOOL,Illinois,United States
3088,62,0,62,0,62,,2023-02-11 17:52:34,0,0,83280W,L.C. Rampage,LANGHAM CREEK HIGH SCHOOL,Texas - Region 3,United States
3089,62,0,62,0,62,,2023-02-11 18:21:03,0,0,21224A,RoboHawks,VOLCANO VISTA HIGH,New Mexico,United States
3090,62,0,62,0,62,,2023-02-11 18:54:02,0,0,9594Y,RoboCavs,Collingwood School,British Columbia (BC),Canada
3091,62,0,62,0,62,,2023-02-11 22:19:18,0,0,9932A,Hawks,JERICHO SENIOR HIGH SCHOOL,New York-South,United States
3092,62,0,62,0,62,,2023-02-12 22:55:56,0,0,6374B,Bionic Bruins,BRANHAM HIGH,California - Region 2,United States
3093,62,0,62,0,62,,2023-02-17 01:04:53,0,0,5690W,GreGG,BISHOP CHATARD HIGH SCHOOL,Indiana,United States
3094,62,0,62,0,62,,2023-02-18 19:53:35,0,0,9134A,Magnitudo Expectat,BUNA HIGH SCHOOL,Texas - Region 3,United States
3095,62,0,62,0,62,,2023-02-19 12:42:38,0,0,93644M,RQ-Falcon 2,Rubu Qarn,United Arab Emirates,United Arab Emirates
3096,61,61,0,61,0,2023-02-14 22:05:23,,0,0,9311A,Philo Bolts,PHILO HIGH SCHOOL,Ohio,United States
3097,61,29,32,29,32,2023-01-28 17:42:00,2023-01-28 15:04:23,0,0,615H,PATronics,White House Heritage High School,Tennessee,United States
3098,61,19,42,19,42,2023-02-11 02:45:42,2023-02-11 01:38:14,30,0,98225M,Bellingham High School M,Bellingham High School,Washington,United States
3099,61,19,42,19,50,2023-01-14 15:27:26,2022-12-03 18:12:00,0,0,97671B,Iron Giant,CLINTON HIGH,South Carolina,United States
3100,61,16,45,16,52,2023-01-28 20:11:52,2023-01-14 19:54:31,50,0,8385A,The Watchers,UNION HIGH,Utah,United States
3101,61,0,61,16,61,2023-01-20 17:42:51,2022-11-09 22:48:44,0,0,44012E,Flaming Computers,Avon Lake High School - YTA,Ohio,United States
3102,61,15,46,15,46,2023-01-28 17:10:43,2023-01-28 18:59:04,0,0,76752A,Bulldogs,Martinsburg High School,West Virginia,United States
3103,61,14,47,14,47,2023-02-01 23:42:08,2023-02-02 00:13:40,47,0,97377D,RoboBoiz,Indian Lake High School,Ohio,United States
3104,61,13,48,13,48,2023-02-04 19:12:43,2023-02-04 18:49:16,47,0,54770E,Echo,ELEVA-STRUM HIGH,Wisconsin,United States
3105,61,3,58,13,58,2023-01-14 20:28:50,2023-02-11 20:59:35,0,0,3017E,3017E,HENLEY HIGH SCHOOL,Oregon,United States
3106,61,13,48,13,59,2023-02-19 12:55:24,2023-02-12 14:31:39,0,0,15818A,IMG (  Intelligent Mind Girls ),Emirates Schools Establishment,United Arab Emirates,United Arab Emirates
3107,61,13,48,13,48,2023-02-04 15:34:37,2023-02-04 15:37:05,0,0,20734A,OTHS Amateurs,Old Town High School,Maine,United States
3108,61,0,61,11,61,2023-02-17 01:00:44,2023-02-08 00:15:15,0,0,72301C,Academies of West Memphis,THE ACADEMIES OF WEST MEMPHIS CHARTER SCHOOL,Arkansas,United States
3109,61,0,61,10,61,2023-01-27 20:55:28,2023-01-14 21:48:51,0,0,41998E,E,VALE HIGH SCHOOL,Oregon,United States
3110,61,10,51,10,51,2022-12-03 17:58:17,2022-12-03 17:40:50,0,0,97671A,Tax Evasion,CLINTON HIGH,South Carolina,United States
3111,61,9,52,9,52,2023-02-18 21:51:37,2023-02-18 21:35:00,35,0,34020A,Robotics.exe,LA SERNA HIGH,California - Region 4,United States
3112,61,8,53,8,53,2023-02-11 18:24:55,2023-02-11 18:33:07,57,0,9494A,LARC,LEAVITT AREA HIGH SCHOOL,Maine,United States
3113,61,3,58,6,58,2022-11-12 22:08:50,2023-01-14 19:59:59,0,0,6526C,Damien Spartan Robotics,Damien High School,California - Region 4,United States
3114,61,6,55,6,55,2023-01-14 17:34:38,2023-01-14 16:26:56,40,3,3699A,Wall-E the Warrior,Chenango Valley High School,New York-North,United States
3115,61,6,55,6,61,2022-11-12 19:09:20,2023-02-11 19:51:19,0,0,2101R,PHS Team #1,Parkersburg High School,West Virginia,United States
3116,61,0,61,6,61,2023-02-12 19:34:20,2022-12-10 18:32:09,0,0,4303C,Cinnamon Toast Crunch,FOREST PARK HIGH SCHOOL,Virginia,United States
3117,61,6,55,6,56,2023-02-10 15:33:44,2023-02-21 17:57:51,0,0,48580B,VTC B,VENANGO TECHNOLOGY CENTER,Pennsylvania - West,United States
3118,61,6,55,6,55,2023-02-18 00:29:37,2023-02-18 00:05:13,0,0,6603D,Dairy league,PATRIOT HIGH,Virginia,United States
3119,61,6,55,6,55,2023-02-18 22:32:09,2023-02-18 22:58:09,0,0,9545J,Mistake #1,ROLAND HIGH SCHOOL,Oklahoma,United States
3120,61,0,61,3,61,2023-01-28 19:06:13,2023-02-18 19:57:10,0,12,26038D,Slaybuilders,JOHN MARSHALL HIGH SCHOOL,West Virginia,United States
3121,61,3,58,3,58,2023-01-21 20:24:11,2023-01-21 20:26:22,0,0,33696M,McNeil MiNions,MCNEIL HIGH SCHOOL,Texas - Region 4,United States
3122,61,3,58,3,58,2023-01-26 10:49:02,2023-01-26 11:10:02,0,0,21884A,Patrician Academy,Patrician Academy,Ireland,Ireland
3123,61,3,58,3,58,2023-02-11 19:54:06,2023-02-11 18:48:33,0,0,9635A,RoboKnights,CHARLOTTE CHRISTIAN SCHOOL,North Carolina,United States
3124,61,0,61,0,61,2022-12-10 17:22:05,2023-02-11 19:04:26,52,0,15981A,Evarts Engineers,D. R. Evarts Library,New York-South,United States
3125,61,0,61,0,61,,2022-10-22 17:36:29,0,0,58484B,Covenant Christian Academy - High School,COVENANT CHRISTIAN ACADEMY,Georgia,United States
3126,61,0,61,0,61,,2022-11-19 22:34:10,0,0,6104B,Chargers 2,SHORECREST PREPARATORY SCHOOL,Florida - North/Central,United States
3127,61,0,61,0,61,,2022-11-30 12:55:25,0,0,84899A,Allen,Radley College,United Kingdom,United Kingdom
3128,61,0,61,0,61,,2022-12-03 18:36:02,0,0,66659A,Vexington,Lexington High School,Southern New England,United States
3129,61,0,61,0,61,,2022-12-10 17:10:22,0,0,42368E,Cheezrs,BURKBURNETT HIGH SCHOOL,Texas - Region 2,United States
3130,61,0,61,0,61,,2022-12-11 21:53:45,0,0,34690B,Vikings Robotics,CAMPBELL HALL (EPISCOPAL),California - Region 4,United States
3131,61,0,61,0,61,,2022-12-16 04:34:47,0,0,95829A,Cybertronic Huskies,SHELDON HIGH,California - Region 2,United States
3132,61,0,61,0,61,,2023-01-14 17:35:56,0,0,28466B,The Campus Yetis 2,PIKES PEAK EARLY COLLEGE,Colorado,United States
3133,61,0,61,0,61,,2023-01-21 18:04:56,0,0,23064A,Kingsley A,KINGSLEY AREA HIGH SCHOOL,Michigan,United States
3134,61,0,61,0,61,,2023-01-21 18:09:22,0,0,7996A,Higley KnightHawks,HIGLEY HIGH SCHOOL,Arizona,United States
3135,61,0,61,0,61,,2023-01-28 16:58:14,0,0,7282X,AutoFlashes,Franklin Central High School,Indiana,United States
3136,61,0,61,0,61,,2023-01-28 19:35:19,0,0,74485C,Perseverance Husky-bots,BENZIE CENTRAL SR HIGH SCHOOL,Michigan,United States
3137,61,0,61,0,61,,2023-02-04 16:52:03,0,0,99208B,Savages 2,BROKEN BOW HIGH SCHOOL,Oklahoma,United States
3138,61,0,61,0,61,,2023-02-04 18:43:11,0,0,61961A,The Steel Stingers,LINCOLN HIGH,California - Region 4,United States
3139,61,0,61,0,61,,2023-02-04 20:20:38,0,0,5249X,Athena,Sparta High School,New Jersey,United States
3140,61,0,61,0,61,,2023-02-04 20:34:26,0,0,91804A,Hi-Tide,Whitehall Memorial Junior/senior High School,Wisconsin,United States
3141,61,0,61,0,61,,2023-02-11 17:09:28,0,0,28112B,Janksters,CENTRAL ACADEMY OF TECHNOLOGY AND ARTS,North Carolina,United States
3142,61,0,61,0,61,,2023-02-11 17:49:18,0,0,9594V,RoboCavs,Collingwood School,British Columbia (BC),Canada
3143,61,0,61,0,61,,2023-02-11 19:41:17,0,0,5111D,AP 5111D,AVERILL PARK HIGH SCHOOL,New York-North,United States
3144,61,0,61,0,61,,2023-02-13 16:30:48,0,0,99928E,Robot Raiders,FITCHBURG HIGH,Southern New England,United States
3145,61,0,61,0,61,,2023-02-18 17:45:24,0,0,9950V,People and Robot,NEW DIANA HIGH SCHOOL,Texas - Region 2,United States
3146,61,0,61,0,61,,2023-02-18 18:14:32,0,0,34300H,Wolves,Ecole Salish Secondary (Surrey School District),British Columbia (BC),Canada
